Date,Location,Lease ID,Unit Number,SQM,Retailer,Sales,Sector,Sector detail
31/08/2015,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,64577,Fashion,Womens
01/10/2015,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,67723.43,Fashion,Womens
31/10/2015,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,77007.0488,Fashion,Womens
01/12/2015,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,95683.75,Fashion,Womens
31/12/2015,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,146460,Fashion,Womens
31/01/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,50982.9268,Fashion,Womens
02/03/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,41604.065,Fashion,Womens
31/03/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,58305.3984,Fashion,Womens
01/05/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,67842,Fashion,Womens
31/05/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,48267,Fashion,Womens
01/07/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,61626.0163,Fashion,Womens
31/07/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,78175,Fashion,Womens
31/08/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,63584,Fashion,Womens
01/10/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,56668,Fashion,Womens
31/10/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,64002.8862,Fashion,Womens
01/12/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,59333,Fashion,Womens
31/12/2016,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,97834,Fashion,Womens
31/01/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,39090,Fashion,Womens
03/03/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,40247,Fashion,Womens
31/03/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,54962,Fashion,Womens
01/05/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,41947,Fashion,Womens
31/05/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,46406,Fashion,Womens
01/07/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,59177.27,Fashion,Womens
31/07/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,52921,Fashion,Womens
31/08/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,50409.5,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,51351,Fashion,Womens
31/10/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,52345,Fashion,Womens
01/12/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,62281.51,Fashion,Womens
31/12/2017,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,100700.32,Fashion,Womens
31/01/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,43828.59,Fashion,Womens
03/03/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,31037,Fashion,Womens
31/03/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,53007.15,Fashion,Womens
01/05/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,48381.89,Fashion,Womens
31/05/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,49476.67,Fashion,Womens
01/07/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,60065.56,Fashion,Womens
31/07/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,58536.59,Fashion,Womens
31/08/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,44186.18,Fashion,Womens
01/10/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,55320.33,Fashion,Womens
31/10/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,50239.02,Fashion,Womens
01/12/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,56064.23,Fashion,Womens
31/12/2018,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,91513.82,Fashion,Womens
31/01/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,37368.29,Fashion,Womens
03/03/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,34665.85,Fashion,Womens
31/03/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,46077.24,Fashion,Womens
01/05/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,31995.13,Fashion,Womens
31/05/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,43828.74,Fashion,Womens
01/07/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,49149.59,Fashion,Womens
31/07/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,49262.17,Fashion,Womens
31/08/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,41105.07,Fashion,Womens
01/10/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,46400.16,Fashion,Womens
31/10/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,49537.93,Fashion,Womens
01/12/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,55061.09,Fashion,Womens
31/12/2019,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,82950.1,Fashion,Womens
31/01/2020,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,31758.88,Fashion,Womens
02/03/2020,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,40339.03,Fashion,Womens
31/03/2020,Blanchardstown Centre,M00004951,Unit 237,160.16,Retailer 48,7143.09,Fashion,Womens
31/01/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,73704,Toys & Giftware,Toys
03/03/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,68309,Toys & Giftware,Toys
31/03/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,69721,Toys & Giftware,Toys
01/05/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,61737,Toys & Giftware,Toys
31/05/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,68753,Toys & Giftware,Toys
01/07/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,73435,Toys & Giftware,Toys
31/07/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,56014,Toys & Giftware,Toys
31/08/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,87254,Toys & Giftware,Toys
01/10/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,73756,Toys & Giftware,Toys
31/10/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,58274,Toys & Giftware,Toys
01/12/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,92179,Toys & Giftware,Toys
31/12/2014,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,282733,Toys & Giftware,Toys
31/01/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,60905,Toys & Giftware,Toys
03/03/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,83973,Toys & Giftware,Toys
31/03/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,82433,Toys & Giftware,Toys
01/05/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,62072,Toys & Giftware,Toys
31/05/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,96775,Toys & Giftware,Toys
01/07/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,89163,Toys & Giftware,Toys
31/07/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,90212,Toys & Giftware,Toys
31/08/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,99091,Toys & Giftware,Toys
01/10/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,69390,Toys & Giftware,Toys
31/10/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,66073,Toys & Giftware,Toys
01/12/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,95274,Toys & Giftware,Toys
31/12/2015,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,253397,Toys & Giftware,Toys
31/01/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,67257,Toys & Giftware,Toys
02/03/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,74873,Toys & Giftware,Toys
31/03/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,94644,Toys & Giftware,Toys
01/05/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,59908,Toys & Giftware,Toys
31/05/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,82677,Toys & Giftware,Toys
01/07/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,87845,Toys & Giftware,Toys
31/07/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,86183,Toys & Giftware,Toys
31/08/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,97151,Toys & Giftware,Toys
01/10/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,80871,Toys & Giftware,Toys
31/10/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,61474,Toys & Giftware,Toys
01/12/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,103877,Toys & Giftware,Toys
31/12/2016,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,224888,Toys & Giftware,Toys
31/01/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,75816,Toys & Giftware,Toys
03/03/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,82130,Toys & Giftware,Toys
31/03/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,93119,Toys & Giftware,Toys
01/05/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,87468,Toys & Giftware,Toys
31/05/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,80977,Toys & Giftware,Toys
01/07/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,93925,Toys & Giftware,Toys
31/07/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,75955,Toys & Giftware,Toys
31/08/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,104834,Toys & Giftware,Toys
01/10/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,73255,Toys & Giftware,Toys
31/10/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,59320,Toys & Giftware,Toys
01/12/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,97248,Toys & Giftware,Toys
31/12/2017,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,198256,Toys & Giftware,Toys
31/01/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,94310,Toys & Giftware,Toys
03/03/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,123983,Toys & Giftware,Toys
31/03/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,88329,Toys & Giftware,Toys
01/05/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,61975,Toys & Giftware,Toys
31/05/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,62799,Toys & Giftware,Toys
01/07/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,54900,Toys & Giftware,Toys
31/07/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,59326,Toys & Giftware,Toys
31/08/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,60669,Toys & Giftware,Toys
01/10/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,50569,Toys & Giftware,Toys
31/10/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,54267,Toys & Giftware,Toys
01/12/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,69629,Toys & Giftware,Toys
31/12/2018,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,152065,Toys & Giftware,Toys
31/01/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,43133,Toys & Giftware,Toys
03/03/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,57062,Toys & Giftware,Toys
31/03/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,55408,Toys & Giftware,Toys
01/05/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,42822,Toys & Giftware,Toys
31/05/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,60902,Toys & Giftware,Toys
01/07/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,63558,Toys & Giftware,Toys
31/07/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,57571,Toys & Giftware,Toys
31/08/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,74067,Toys & Giftware,Toys
01/10/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,57053,Toys & Giftware,Toys
31/10/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,50620,Toys & Giftware,Toys
01/12/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,145812,Toys & Giftware,Toys
31/12/2019,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,63602,Toys & Giftware,Toys
31/01/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,48801,Toys & Giftware,Toys
02/03/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,63281,Toys & Giftware,Toys
31/03/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,22830,Toys & Giftware,Toys
01/07/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,9450,Toys & Giftware,Toys
31/07/2020,Blanchardstown Centre,M00004893,Unit 145,152.36,Retailer 39,50723,Toys & Giftware,Toys
31/01/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,89928.38,Fashion,Womens
03/03/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,74482.92,Fashion,Womens
31/03/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,122027.24,Fashion,Womens
01/05/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,88482.83,Fashion,Womens
31/05/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,106914.48,Fashion,Womens
01/07/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,92972.91,Fashion,Womens
31/07/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,112268.52,Fashion,Womens
31/08/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,118331.11,Fashion,Womens
01/10/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,84949.34,Fashion,Womens
31/10/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,84114.16,Fashion,Womens
01/12/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,100207.85,Fashion,Womens
31/12/2014,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,147470.24,Fashion,Womens
31/01/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,89928.38,Fashion,Womens
03/03/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,96754.24,Fashion,Womens
31/03/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,84430.02,Fashion,Womens
01/05/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,103231.83,Fashion,Womens
31/05/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,102737.99,Fashion,Womens
01/07/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,82860.5,Fashion,Womens
31/07/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,110128,Fashion,Womens
31/08/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,86195,Fashion,Womens
01/10/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,62450.04,Fashion,Womens
31/10/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,85329.98,Fashion,Womens
01/12/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,110350.44,Fashion,Womens
31/12/2015,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,148319.51,Fashion,Womens
31/01/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,86883,Fashion,Womens
02/03/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,78850,Fashion,Womens
31/03/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,83897,Fashion,Womens
01/05/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,100669,Fashion,Womens
31/05/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,110093,Fashion,Womens
01/07/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,104584,Fashion,Womens
31/07/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,116443,Fashion,Womens
31/08/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,106937,Fashion,Womens
01/10/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,87561,Fashion,Womens
31/10/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,96774,Fashion,Womens
01/12/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,116356,Fashion,Womens
31/12/2016,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,159375,Fashion,Womens
31/01/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,85936,Fashion,Womens
03/03/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,91082,Fashion,Womens
31/03/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,106157,Fashion,Womens
01/05/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,115370,Fashion,Womens
31/05/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,127135,Fashion,Womens
01/07/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,99375,Fashion,Womens
31/07/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,142787,Fashion,Womens
31/08/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,111805.23,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,94681.54,Fashion,Womens
31/10/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,115661,Fashion,Womens
01/12/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,108008.98,Fashion,Womens
31/12/2017,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,155768.12,Fashion,Womens
31/01/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,88005.05,Fashion,Womens
03/03/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,94459.15,Fashion,Womens
31/03/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,86077.13,Fashion,Womens
01/05/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,101161.8,Fashion,Womens
31/05/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,124507.88,Fashion,Womens
01/07/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,125702.71,Fashion,Womens
31/07/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,142900.97,Fashion,Womens
31/08/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,111142.18,Fashion,Womens
01/10/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,94754.14,Fashion,Womens
31/10/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,113725.06,Fashion,Womens
01/12/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,128746.39,Fashion,Womens
31/12/2018,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,159744.74,Fashion,Womens
31/01/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,80820.12,Fashion,Womens
03/03/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,82272.67,Fashion,Womens
31/03/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,84402.32,Fashion,Womens
01/05/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,101277.27,Fashion,Womens
31/05/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,134779.32,Fashion,Womens
01/07/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,104386.3,Fashion,Womens
31/07/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,121261.38,Fashion,Womens
31/08/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,102696.06,Fashion,Womens
01/10/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,79410.18,Fashion,Womens
31/10/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,101454.99,Fashion,Womens
01/12/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,114605.5,Fashion,Womens
31/12/2019,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,147922.01,Fashion,Womens
31/01/2020,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,76032.52,Fashion,Womens
02/03/2020,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,73373.51,Fashion,Womens
31/03/2020,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,27792.67,Fashion,Womens
01/07/2020,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,23612.19,Fashion,Womens
31/07/2020,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,71451.25,Fashion,Womens
31/08/2020,Blanchardstown Centre,M00004942,Unit 227,345.14,Retailer 46,67671.02,Fashion,Womens
31/01/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,156463,Fashion,Womens
03/03/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,167066.17,Fashion,Womens
31/03/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,196268,Fashion,Womens
01/05/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,216718,Fashion,Womens
31/05/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,266300,Fashion,Womens
01/07/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,265674,Fashion,Womens
31/07/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,259226,Fashion,Womens
31/08/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,265282,Fashion,Womens
01/10/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,210867,Fashion,Womens
31/10/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,265954,Fashion,Womens
01/12/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,340314,Fashion,Womens
31/12/2014,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,692765,Fashion,Womens
31/01/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,179660,Fashion,Womens
03/03/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,187111,Fashion,Womens
31/03/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,231781,Fashion,Womens
01/05/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,269676,Fashion,Womens
31/05/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,335252,Fashion,Womens
01/07/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,316829,Fashion,Womens
31/07/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,317652,Fashion,Womens
31/08/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,306125,Fashion,Womens
01/10/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,253214,Fashion,Womens
31/10/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,341277,Fashion,Womens
01/12/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,414172,Fashion,Womens
31/12/2015,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,815293,Fashion,Womens
31/01/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,210795,Fashion,Womens
02/03/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,221534,Fashion,Womens
31/03/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,304320,Fashion,Womens
01/05/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,287744,Fashion,Womens
31/05/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,305623,Fashion,Womens
01/07/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,326232,Fashion,Womens
31/07/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,329398,Fashion,Womens
31/08/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,286924,Fashion,Womens
01/10/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,269423,Fashion,Womens
31/10/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,296957,Fashion,Womens
01/12/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,329077,Fashion,Womens
31/12/2016,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,674923,Fashion,Womens
31/01/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,167823.41,Fashion,Womens
03/03/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,181971,Fashion,Womens
31/03/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,219615,Fashion,Womens
01/05/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,262279,Fashion,Womens
31/05/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,279542,Fashion,Womens
01/07/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,293222,Fashion,Womens
31/07/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,282787,Fashion,Womens
31/08/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,270847,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00004937,Unit 219/221,943.43,Retailer 44,243854,Fashion,Womens
